id,name,acronym,structure_id_path,VolumeInMillimeters_totals,cell_num_totals,density_totals
8,Basic cell groups and regions,grey,"[997, 8]",393.9912343750001,104141,264.3231394860902
567,Cerebrum,CH,"[997, 8, 567]",258.091359375,68059,263.7011954403016
688,Cerebral cortex,CTX,"[997, 8, 567, 688]",206.70882812500005,60549,292.9192746590633
695,Cortical plate,CTXpl,"[997, 8, 567, 688, 695]",197.87629687500004,59881,302.6183577602894
315,Isocortex,Isocortex,"[997, 8, 567, 688, 695, 315]",121.81248437500003,50619,415.54853970607223
184,Frontal association cortex,FrA,"[997, 8, 567, 688, 695, 315, 184]",2.2767500000000007,919,403.64554738113526
68,"Frontal pole, layer 1",FrA-1,"[997, 8, 567, 688, 695, 315, 184, 68]",0.6963750000000002,465,667.743672590199
667,"Frontal pole, layer 2/3",FrA-2/3,"[997, 8, 567, 688, 695, 315, 184, 667]",1.1518750000000002,340,295.17091698317955
2325,"Frontal pole, layer 5",FrA-5,"[997, 8, 567, 688, 695, 315, 184, 2325]",0.4285000000000001,114,266.04434072345384
500,motor cortex,M,"[997, 8, 567, 688, 695, 315, 500]",18.318375000000003,8759,478.1537663684687
985,Primary motor cortex,M1,"[997, 8, 567, 688, 695, 315, 500, 985]",8.815250000000002,3729,423.0169308868153
320,Primary motor cortex Layer 1,M1-1,"[997, 8, 567, 688, 695, 315, 500, 985, 320]",1.1312968750000003,480,424.29181111279905
943,Primary motor cortex Layer 2/3,M1-2/3,"[997, 8, 567, 688, 695, 315, 500, 985, 943]",3.044265625000001,2053,674.3826764459817
648,Primary motor cortex Layer 5,M1-5,"[997, 8, 567, 688, 695, 315, 500, 985, 648]",2.0343906250000003,538,264.45265397347174
844,Primary motor cortex Layer 6a,M1-6a,"[997, 8, 567, 688, 695, 315, 500, 985, 844]",1.5861093750000004,380,239.57994700081758
882,Primary motor cortex Layer 6b,M1-6b,"[997, 8, 567, 688, 695, 315, 500, 985, 882]",0.3985625000000001,77,193.1942919868276
2017,"Frontal cortex, area 3",FrC3,"[997, 8, 567, 688, 695, 315, 500, 985, 2017]",0.6206250000000001,201,323.8670694864048
